QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3
0.8637,0.0,0.0,0.4319,0.0,1.2956,0.4319,0.8637,0.0,0.0,2.1593,0.0,0.0,0.4319,1.2956,0.8637,0.0,0.0,0.4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.155,0.1937,0.2195,0.155,0.1937,0.2195
0.3161,0.0,0.6322,0.3161,0.0,0.6322,0.3161,0.0,0.0,0.6322,0.0,0.9484,0.0,0.0,0.6322,0.3161,0.3161,0.3161,0.6322,0.3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.1472,0.2397,0.297,0.1472,0.2397
1.1613,0.0,0.5806,0.0,0.0,0.0,0.0,0.0,0.5806,0.0,1.7419,0.0,0.5806,1.1613,0.0,1.7419,0.0,0.5806,0.0,0.5806,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.1907,0.1149,0.1138,0.1907,0.1149,0.1138
0.3485,0.0,0.3485,0.3485,0.0,0.0,1.0454,0.0,0.3485,0.3485,0.697,1.0454,0.0,0.3485,0.0,0.0,0.0,0.0,0.3485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2531,0.1991,0.1993,0.2531,0.1991,0.1993
0.629,0.0,0.629,0.9435,0.0,0.0,0.0,0.0,0.0,0.3145,0.9435,1.2581,0.0,0.0,0.0,0.0,0.3145,0.0,0.629,0.629,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2249,0.2023,0.2583,0.2249,0.2023,0.2583
1.5612,0.0,0.0,0.0,0.0,0.0,0.7806,0.3903,0.0,0.0,1.1709,0.7806,0.0,0.3903,0.0,0.3903,0.0,0.0,0.0,0.3903,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2167,0.213,0.18,0.2167,0.213,0.18
1.5899,0.0,0.0,0.3975,0.0,0.0,0.3975,0.3975,0.0,0.0,0.795,0.795,0.0,0.3975,0.0,1.1925,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2385,0.1752,0.1888,0.2385,0.1752,0.1888
0.3407,0.3407,0.0,1.0222,0.0,0.0,0.6815,0.3407,0.0,0.3407,0.0,0.3407,0.0,0.0,0.3407,0.3407,0.0,0.3407,0.0,0.6815,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961,0.257,0.2062,0.1961,0.257,0.2062
0.0,0.0,0.327,0.0,0.0,0.654,0.654,0.0,0.327,0.327,1.3081,1.3081,0.0,0.327,0.0,0.654,0.0,0.0,0.0,0.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2779,0.2459,0.1492,0.2779,0.2459,0.1492
0.0,0.0,1.1055,0.3685,0.3685,0.0,0.3685,0.737,0.737,0.0,0.0,0.737,0.0,0.0,0.737,0.0,1.1055,0.0,0.3685,0.737,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2041,0.221,0.2064,0.2041,0.221,0.2064
1.0649,0.355,0.355,0.355,0.0,0.355,1.4198,0.0,0.0,0.0,0.7099,0.355,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2215,0.2318,0.1918,0.2215,0.2318,0.1918
0.7356,0.3678,0.3678,0.3678,0.3678,0.3678,0.0,0.7356,0.0,0.0,0.3678,1.1034,0.0,0.3678,0.0,0.0,0.3678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474,0.1765,0.2082,0.2474,0.1765,0.2082
0.3133,0.0,0.3133,0.6267,0.0,0.3133,0.0,0.3133,0.0,0.6267,0.0,0.94,0.0,0.0,0.6267,0.0,0.3133,0.3133,0.3133,1.2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2234,0.2125,0.2508,0.2234,0.2125,0.2508
0.4161,0.0,0.8322,0.8322,0.4161,0.0,0.0,0.0,0.0,0.8322,0.8322,0.8322,0.0,0.0,0.0,0.0,0.0,0.0,0.4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2584,0.1535,0.172,0.2584,0.1535,0.172
0.0,0.3612,0.3612,0.0,0.0,0.3612,0.7224,0.0,0.0,0.3612,1.0836,1.0836,0.7224,0.3612,0.0,0.7224,0.0,0.0,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1948,0.2149,0.2291,0.1948,0.2149,0.2291
0.0,0.0,0.401,0.8019,0.0,0.0,0.0,0.401,0.401,0.0,0.401,0.401,0.0,0.401,0.401,0.8019,0.401,0.0,0.8019,0.401,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.2516,0.1664,0.1811,0.2516,0.1664,0.1811
0.0,0.0,0.408,1.224,0.0,0.816,0.408,0.0,0.0,0.0,0.816,1.224,0.0,0.0,0.816,0.0,0.0,0.0,0.0,0.408,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2479,0.1359,0.2082,0.2479,0.1359,0.2082
0.5576,0.0,0.5576,0.5576,0.0,0.5576,0.0,0.5576,0.5576,1.1153,0.0,0.0,0.0,0.0,0.0,1.1153,0.0,0.5576,0.0,0.5576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1099,0.1546,0.1779,0.1099,0.1546,0.1779
0.0,0.8069,1.2104,0.4035,0.0,0.4035,0.0,0.0,0.4035,0.8069,0.8069,0.0,0.0,0.0,0.0,0.4035,0.0,0.0,0.4035,0.4035,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2009,0.1707,0.2249,0.2009,0.1707,0.2249
0.9741,0.6494,0.0,0.3247,0.0,0.3247,0.0,0.3247,0.9741,0.0,0.3247,0.3247,0.3247,0.0,0.0,0.9741,0.6494,0.0,0.3247,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2154,0.2711,0.1888,0.2154,0.2711,0.1888
0.772,0.0,0.386,0.772,0.0,0.0,0.386,0.386,0.0,0.386,0.386,0.0,0.0,0.386,0.772,0.386,0.772,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2437,0.1798,0.1905,0.2437,0.1798,0.1905
0.0,0.0,0.0,0.0,0.0,0.9222,0.9222,0.0,0.0,0.4611,0.4611,0.4611,0.0,0.0,0.0,1.3834,0.4611,0.4611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1718,0.2022,0.1648,0.1718,0.2022,0.1648
1.0681,0.356,0.356,0.0,0.0,0.7121,0.7121,0.0,0.0,0.356,0.7121,0.356,0.0,0.0,0.356,0.0,0.0,0.0,0.7121,1.4242,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2624,0.2268,0.1547,0.2624,0.2268,0.1547
1.092,0.728,0.364,0.364,0.0,0.0,0.364,0.0,0.0,0.0,1.092,0.0,0.0,0.0,0.0,0.364,0.728,0.0,0.364,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601,0.1512,0.2247,0.2601,0.1512,0.2247
0.0,0.4416,0.0,0.4416,0.4416,0.0,0.0,0.4416,0.0,0.4416,0.8833,0.0,0.0,0.4416,0.0,0.8833,0.4416,0.0,0.8833,0.8833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227,0.152,0.1837,0.2227,0.152,0.1837
0.6867,0.6867,0.0,0.3434,0.0,0.3434,0.3434,0.0,0.0,0.3434,0.3434,0.6867,0.0,0.0,0.0,0.6867,0.0,0.0,0.0,0.6867,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.1879,0.2354,0.2334,0.1879,0.2354,0.2334
0.679,0.679,0.0,0.0,0.0,0.3395,0.0,0.3395,0.3395,0.0,0.0,0.0,0.0,0.679,0.3395,0.679,2.037,0.3395,0.0,0.3395,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0002,0.0,0.0,0.0,0.1989,0.2248,0.2367,0.1989,0.2248,0.2367
0.3596,0.7193,0.0,0.0,0.0,0.0,0.0,0.7193,0.3596,0.7193,2.1578,0.3596,0.0,0.3596,0.0,0.7193,0.0,0.0,0.0,0.3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1754,0.2152,0.2497,0.1754,0.2152,0.2497
0.4069,0.4069,0.4069,0.8137,0.0,0.4069,0.0,0.0,0.0,0.4069,0.4069,0.8137,0.0,0.0,0.4069,0.0,0.0,0.0,0.0,0.4069,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1696,0.2466,0.177,0.1696,0.2466,0.177
0.4215,0.0,1.2646,0.0,0.0,0.4215,0.4215,0.4215,0.4215,0.8431,0.0,0.4215,0.0,0.0,0.0,1.6862,0.4215,0.0,0.4215,0.4215,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1537,0.1988,0.226,0.1537,0.1988,0.226
0.0,0.0,0.4049,1.6196,0.8098,0.4049,0.0,0.0,0.0,0.4049,0.0,0.0,0.0,0.8098,0.0,0.4049,1.2147,0.0,0.0,1.2147,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601,0.1608,0.1742,0.2601,0.1608,0.1742
0.32,0.32,0.0,0.32,0.0,1.2802,1.2802,0.0,0.0,0.0,0.9601,0.6401,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2288,0.2217,0.2295,0.2288,0.2217,0.2295
1.2432,0.3108,0.3108,1.2432,0.0,0.0,0.0,0.0,0.3108,0.9324,0.0,0.0,0.0,0.3108,0.0,0.3108,0.3108,0.0,0.6216,0.3108,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762,0.1897,0.2233,0.2762,0.1897,0.2233
0.4806,0.4806,0.0,0.0,0.0,0.0,0.4806,0.9613,0.0,0.0,0.4806,0.0,0.0,0.4806,0.9613,0.4806,0.4806,0.4806,1.4419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.1732,0.1715,0.1747,0.1732,0.1715,0.1747
0.7106,1.0659,0.3553,0.0,0.0,0.0,0.3553,0.3553,0.0,0.3553,0.0,0.3553,0.3553,0.3553,0.0,0.0,0.7106,0.0,0.0,0.3553,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2008,0.2288,0.215,0.2008,0.2288,0.215
0.0,0.0,0.0,0.4494,0.4494,0.0,0.0,0.0,0.4494,0.0,0.4494,1.3481,0.0,0.0,0.4494,0.4494,0.4494,0.0,0.4494,0.4494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2344,0.1467,0.1695,0.2344,0.1467,0.1695
0.0,0.0,0.0,0.4953,0.0,0.4953,0.4953,0.4953,0.0,0.0,0.4953,0.0,0.0,2.4767,0.4953,0.9907,0.4953,0.0,0.4953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.2004,0.1035,0.2007,0.2004,0.1035,0.2007
3.4764,0.0,0.4345,0.4345,0.0,0.4345,0.0,0.4345,0.0,0.8691,0.0,0.4345,0.4345,0.4345,0.0,0.8691,0.0,0.0,0.0,0.4345,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1798,0.199,0.1867,0.1798,0.199,0.1867
0.0,0.0,0.3671,0.0,0.0,0.7342,1.4683,0.0,0.0,0.3671,0.3671,0.3671,0.0,0.0,0.0,0.7342,0.0,0.3671,0.0,0.7342,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2455,0.1553,0.2321,0.2455,0.1553,0.2321
0.3115,1.2462,0.3115,0.0,0.3115,1.2462,0.3115,0.3115,0.0,0.0,0.9346,0.3115,0.0,0.3115,0.6231,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2253,0.2348,0.2283,0.2253,0.2348,0.2283
0.4311,0.0,0.4311,0.0,0.4311,0.0,0.4311,0.4311,0.0,0.4311,0.0,0.8621,0.4311,0.4311,0.4311,0.0,0.0,0.0,0.0,1.7242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2068,0.2,0.1621,0.2068,0.2,0.1621
0.0,1.38,0.69,0.345,0.345,0.0,0.0,0.345,0.0,0.69,0.0,0.0,0.345,0.0,0.0,0.0,0.0,0.0,0.345,0.69,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936,0.2694,0.192,0.1936,0.2694,0.192
1.0581,0.3527,0.0,0.0,0.0,0.3527,1.0581,0.0,0.0,0.3527,0.7054,0.7054,0.0,0.0,0.0,1.7635,0.3527,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.239,0.2079,0.2004,0.239,0.2079,0.2004
0.0,0.3772,0.0,0.0,0.0,0.3772,0.3772,0.7544,0.7544,0.3772,0.0,0.3772,0.0,0.3772,0.0,0.3772,0.0,0.0,0.7544,0.7544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.245,0.1788,0.199,0.245,0.1788,0.199
1.4751,0.0,0.0,0.4917,0.0,0.0,0.0,0.4917,0.0,0.4917,0.9834,0.0,0.4917,0.4917,0.0,0.9834,1.9668,0.4917,0.0,1.4751,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.1597,0.1672,0.1814,0.1597,0.1672,0.1814
0.0,0.3473,0.3473,0.6947,0.0,0.3473,0.0,0.0,0.0,0.3473,0.6947,0.6947,0.3473,0.3473,0.0,0.6947,0.3473,0.0,0.3473,1.3894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.247,0.2564,0.1492,0.247,0.2564,0.1492
0.4505,0.0,0.901,0.901,0.0,0.4505,0.0,0.0,0.0,0.0,1.802,0.0,0.0,0.901,0.4505,0.4505,0.901,0.0,0.0,0.4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032,0.18,0.1663,0.2032,0.18,0.1663
0.0,1.0648,0.3549,0.3549,0.0,0.3549,0.0,0.0,0.0,0.3549,0.7099,0.3549,0.0,0.3549,0.3549,0.0,0.3549,0.0,0.0,0.7099,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.258,0.2442,0.1429,0.258,0.2442,0.1429
0.9393,0.0,0.4697,0.0,0.9393,0.0,0.0,1.409,0.4697,0.4697,0.4697,0.0,0.0,0.4697,0.0,0.0,0.9393,0.4697,0.4697,0.9393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1735,0.1844,0.1725,0.1735,0.1844,0.1725
0.9442,0.3147,0.3147,0.0,0.0,0.0,0.6294,1.2589,0.0,0.0,1.5736,0.3147,0.0,0.0,0.0,0.9442,0.3147,0.3147,0.3147,0.3147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2194,0.246,0.2199,0.2194,0.246,0.2199
2.1769,0.4354,0.4354,0.0,0.4354,0.8708,0.4354,0.0,0.0,0.0,0.8708,0.0,0.0,0.0,0.8708,0.0,0.4354,0.0,0.8708,0.8708,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005,0.1788,0.1853,0.2005,0.1788,0.1853
0.0,0.6849,0.0,0.6849,0.0,0.0,1.7121,0.0,0.0,0.3424,0.6849,0.6849,0.0,0.0,0.0,0.0,0.6849,0.0,0.3424,0.3424,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.1867,0.2396,0.2312,0.1867,0.2396,0.2312
0.0,0.0,0.0,0.688,0.0,0.344,0.344,0.344,0.0,1.032,0.344,0.688,0.688,0.0,0.0,0.0,0.344,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1853,0.2921,0.1787,0.1853,0.2921,0.1787
1.0309,0.0,0.3436,1.0309,0.3436,0.0,0.0,1.7182,0.0,0.0,0.0,1.0309,0.0,0.0,0.6873,0.0,0.0,0.0,0.3436,0.3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1932,0.2667,0.1965,0.1932,0.2667,0.1965
0.0,0.0,0.5809,0.2905,0.0,0.0,0.8714,0.2905,0.2905,0.5809,0.5809,0.2905,0.0,0.8714,0.0,0.2905,0.2905,0.0,0.2905,0.2905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2398,0.2683,0.2014,0.2398,0.2683,0.2014
0.0,0.8593,0.0,0.0,0.0,0.4296,1.7185,0.0,0.0,0.0,1.2889,0.0,0.0,0.0,0.0,0.0,0.8593,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.1893,0.2438,0.1374,0.1893,0.2438,0.1374
0.4577,0.4577,0.0,0.9155,0.0,0.0,0.4577,1.8309,0.0,0.0,0.0,0.0,0.0,0.0,0.4577,0.0,0.4577,0.4577,0.0,1.3732,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1938,0.1625,0.1859,0.1938,0.1625,0.1859
0.0,0.0,0.3736,1.1207,0.3736,0.0,0.3736,0.0,0.0,0.0,0.3736,0.0,0.0,0.3736,0.0,1.1207,0.3736,0.3736,0.3736,0.3736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2297,0.2718,0.125,0.2297,0.2718,0.125
0.0,0.0,0.0,0.5013,0.0,0.5013,0.0,0.0,0.0,0.5013,1.0027,0.0,0.0,0.0,0.5013,1.504,0.5013,1.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1627,0.206,0.1299,0.1627,0.206,0.1299
1.4912,0.0,0.0,0.0,0.0,0.0,0.0,1.4912,0.0,1.4912,0.0,0.0,0.0,0.0,0.7456,1.4912,1.4912,0.0,0.7456,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.1041,0.056,0.0943,0.1041,0.056,0.0943
0.0,0.7362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7362,1.1042,1.4723,0.0,0.0,0.0,0.7362,0.0,0.0,0.3681,0.3681,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1975,0.2102,0.2241,0.1975,0.2102,0.2241
0.0,0.0,0.3569,0.0,0.0,0.0,1.0708,1.0708,0.0,0.3569,0.0,0.7138,0.0,0.0,0.0,0.3569,0.3569,0.0,1.0708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2338,0.2016,0.2077,0.2338,0.2016,0.2077
1.3768,0.0,0.0,0.0,0.0,0.0,0.3442,0.3442,0.6884,0.3442,1.0326,0.6884,0.0,0.6884,0.0,1.0326,0.3442,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1974,0.2277,0.2308,0.1974,0.2277,0.2308
1.1275,0.0,0.3758,0.0,0.0,0.0,0.3758,0.7517,0.0,1.5033,1.5033,0.7517,0.0,0.0,0.3758,0.3758,0.3758,0.0,0.0,0.3758,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2321,0.2055,0.1866,0.2321,0.2055,0.1866
0.3972,0.3972,0.0,0.7944,0.3972,1.1915,0.7944,0.0,0.0,0.3972,0.0,0.0,0.0,0.3972,0.0,0.3972,0.0,0.0,0.0,0.7944,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2359,0.1988,0.1681,0.2359,0.1988,0.1681
0.3027,0.6054,0.0,0.3027,0.3027,0.0,0.6054,0.6054,0.0,0.6054,0.6054,0.3027,0.0,0.0,0.9081,0.3027,0.0,0.0,0.0,0.6054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2494,0.2278,0.2201,0.2494,0.2278,0.2201
1.0265,0.5132,0.5132,0.5132,1.0265,0.5132,0.0,0.5132,0.0,0.5132,0.0,0.0,0.0,0.0,0.5132,0.5132,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795,0.1297,0.1776,0.1795,0.1297,0.1776
