,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
seq293|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.07803,0.70467,-1.40448,1.22577,-1.12564,1.62393,-0.24192,-0.26029,-2.17132,-1.36655,-0.14432,-0.22454,0.01527,-0.1838,-0.18672,-0.25291,0.2371,-0.27606,-0.52732,-0.19169,1.38832,-0.13034,2.37576,-1.5616,-0.52539,-0.28071,-0.21525,-0.40908,-0.30461,-0.20662,-0.2232,-1.09227,-2.49598,-0.23907,-0.24428,-0.59064,-0.36892,1.8667,1.78959,-0.27826,-0.10657,0.23939,0.53181,1.20174,1.35308,-1.77379,0.19273,0.69642,0.3138,-0.2974,-0.812,-0.202,-1.36951,-0.32637,-0.17406,0.45591,1
seq294|1|positive,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,2.53702,-0.19811,1.09779,-0.51986,-1.40448,-0.92396,-1.12564,0.016,-0.21279,-0.24405,1.10361,0.79762,0.07258,-0.22454,0.61712,-0.1838,-0.17439,-0.19637,-0.61868,-0.24009,-0.59252,-0.19169,0.01251,-0.11228,-0.75649,0.13227,-0.74685,-0.28071,-0.21525,0.55456,-0.30461,-0.18668,-0.2232,-0.65415,-0.40515,-0.23907,-0.24428,-0.59064,-1.66515,0.19693,-1.21589,-0.27059,-0.10657,-0.10153,0.76593,-1.45306,0.35998,-1.32839,-1.31739,-0.30294,-0.80551,-0.25034,-0.71665,-0.202,0.73019,-0.25865,-0.14692,-0.13607,1
seq295|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,6.68047,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.51123,0.84916,1.31981,-0.92396,0.15339,0.1232,-0.24192,-0.26029,-1.51111,-1.13779,0.50639,-0.22454,-0.9666,-0.1838,-0.18672,-0.25291,-1.20645,-0.27606,0.38553,-0.19169,1.38832,-0.13034,2.29566,-1.5616,-0.83544,-0.28071,-0.21525,-0.51285,-0.30461,-0.20662,-0.2232,0.39702,-2.563,-0.23907,2.99216,-0.59064,1.15926,1.77889,3.02647,-0.27826,-0.10657,-1.397,-0.51451,1.45457,0.39676,-0.8507,-1.42516,1.15275,-1.7261,-0.2974,-0.812,-0.202,0.73019,-0.32637,-0.17406,-0.1495,1
seq296|1|positive,-0.15484,-0.21345,-0.2351,-0.18815,-0.13448,-0.14174,-0.15447,-0.14037,-0.26647,-0.20461,-0.28988,5.64167,-0.29856,-0.26769,-0.20988,-0.51986,1.7936,1.52143,2.37779,1.23243,3.4473,2.83326,-0.23526,0.41563,0.19653,-0.22454,0.92894,-0.1838,-0.20023,-0.31488,1.17616,-0.31548,-0.20981,-0.19169,-1.01935,-0.15014,0.37925,-0.99452,-0.90284,-0.28071,-0.21525,-0.93331,1.86743,-0.22848,-0.2232,0.06768,-0.15153,-0.23907,-0.24428,-0.59064,-1.09633,-0.47027,-0.03835,-0.28667,-0.10657,-0.90082,-0.21178,1.66527,-0.03793,-0.18747,0.51984,-0.20254,-0.17138,-0.34898,-0.88456,-0.202,0.73019,2.48269,-0.20382,-0.1516,1
seq297|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,-0.52882,-0.92396,-0.74193,-0.85228,-0.25519,-0.26769,-0.2831,-1.0949,0.9402,3.13867,-0.9666,-0.1838,-0.19234,-0.27867,-0.71441,-0.29244,0.52246,-0.19169,0.42525,-0.13857,-0.75649,1.04696,-0.86644,4.20706,-0.21525,-0.48092,-0.30461,-0.21571,-0.2232,0.6417,-0.67386,-0.23907,-0.24428,-0.59064,0.83857,-0.58264,1.47841,-0.28176,-0.10657,-1.43091,-1.26215,0.61178,-0.2324,-1.0763,-0.09557,0.83119,-0.02953,-0.31883,-0.84538,3.39796,-1.36951,-0.35722,-0.18643,0.8625,1
seq298|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.48512,-0.51986,-0.87908,-0.92396,-0.55007,-0.85228,-0.25519,-0.26769,0.2672,1.06789,0.36179,-0.22454,-0.37208,-0.1838,-0.19234,-0.27867,-0.08639,-0.29244,0.11168,-0.19169,-1.01935,-0.13857,0.34759,-0.28696,-0.86644,-0.28071,-0.21525,0.69358,-0.30461,-0.21571,-0.2232,0.7032,0.25542,-0.23907,-0.24428,-0.59064,-1.07615,0.1782,-0.72064,-0.28176,-0.10657,0.43409,-0.93494,0.56964,-0.2324,-0.11302,-0.37111,-0.10852,-0.99997,-0.31883,-0.84538,-0.202,0.73019,2.74536,-0.18643,0.49102,1
seq299|1|positive,-0.15821,-0.21536,3.43365,-0.19071,-0.13925,-0.14547,-0.15606,-0.14211,-0.27226,-0.20644,-0.29527,-0.19968,-0.30861,-0.27445,1.00496,2.13092,-0.38287,0.28745,-0.00649,-0.06439,-0.27979,-0.2814,0.70522,0.9937,0.6247,-0.22454,1.15907,-0.1838,4.41727,-0.3264,-0.94009,2.67259,0.72785,-0.19169,0.18448,-0.15381,-0.75649,-1.04285,-0.91295,-0.28071,-0.21525,-1.69376,-0.30461,-0.23254,-0.2232,0.24745,0.7418,2.22314,-0.24428,-0.59064,-0.55885,0.75213,-0.32913,-0.28824,-0.10657,0.76111,-1.03932,2.84518,-1.51588,0.7605,-0.20457,-1.05181,-0.04747,-0.35856,-0.89544,-0.202,0.73019,2.40552,-0.20935,0.23281,1
seq300|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.68451,-0.51986,-0.00342,1.79657,-0.16636,0.83604,-0.25519,-0.26769,-0.72972,-0.02533,-0.21662,-0.22454,1.24647,-0.1838,-0.19234,-0.27867,-0.0193,-0.29244,0.52246,-0.19169,-0.29705,-0.13857,0.3673,-0.28696,-0.86644,-0.28071,-0.21525,-0.38893,2.22944,-0.21571,-0.2232,-0.51752,-0.17099,-0.23907,-0.24428,0.66317,0.68815,-1.45854,0.35276,-0.28176,6.91262,-0.26424,-1.40526,1.28602,0.19543,0.13107,0.15334,-0.96446,-1.57663,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,0.54484,1
seq301|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,1.16414,1.10258,-0.10241,-0.17695,-0.22045,-0.24832,0.98105,1.68576,0.80672,4.6674,-0.17922,-0.1838,-0.17764,-0.21124,-0.91343,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,-0.75649,-0.37589,-0.77343,-0.28071,-0.21525,-0.45701,-0.30461,-0.19193,-0.2232,-0.55395,1.37305,-0.23907,-0.24428,-0.59064,0.00387,0.43892,-1.40472,-0.2726,-0.10657,1.62858,0.2241,-0.56813,0.80661,-0.1025,0.08522,-0.86258,-0.43738,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.27551,1
seq302|1|positive,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,3.4065,-0.27874,-0.18063,-0.27776,-0.25369,1.09779,-0.51986,-0.73731,0.4825,-0.7602,-0.62717,-0.26157,-0.27124,0.90833,-0.70695,-0.79504,-0.22454,0.03431,-0.1838,-0.19503,-0.29104,0.65209,2.91189,-0.78813,-0.19169,-0.33145,-0.14252,0.33042,-0.62997,-0.87973,-0.28071,2.47062,0.71238,-0.30461,-0.22007,-0.2232,0.665,0.06231,-0.23907,-0.24428,-0.59064,0.57083,-0.39081,-0.37082,-0.28344,-0.10657,0.22954,-0.66896,1.11746,0.92274,-0.20693,-0.42338,-0.01702,-0.69742,-0.32913,-0.85968,-0.202,0.73019,-0.37204,-0.19237,-0.51818,1
seq303|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,0.93063,1.75961,-0.61402,-0.62717,-0.22045,-0.24832,-1.11266,0.74192,-0.79504,-0.22454,0.13294,-0.1838,-0.17764,-0.21124,0.74905,3.58977,0.93324,-0.19169,0.90678,-0.11703,-0.75649,-1.79874,-0.77343,-0.28071,-0.21525,-1.57983,-0.30461,4.59684,-0.2232,1.20865,0.65267,2.22314,-0.24428,-0.59064,0.79961,-0.26228,0.43166,-0.2726,-0.10657,0.7947,0.15257,0.27466,-1.51588,0.74575,1.51623,-0.70168,-0.29403,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,-0.36605,1
seq304|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,-0.52882,1.02045,-0.16636,1.51137,-0.25519,-0.26769,-1.05644,0.78146,-0.79504,-0.22454,0.38601,-0.1838,4.89079,-0.27867,0.27549,-0.29244,-0.70989,-0.19169,2.59216,-0.13857,1.44414,-1.88767,-0.86644,-0.28071,-0.21525,-1.57156,-0.30461,-0.21571,-0.2232,-0.04449,-2.12987,-0.23907,-0.24428,-0.59064,-0.41557,1.49981,1.85983,-0.28176,-0.10657,-0.18584,0.91545,2.42379,-0.66023,-0.75202,0.14349,-0.1836,0.19045,-0.31883,-0.84538,-0.202,-1.36951,2.74536,-0.18643,0.05825,1
seq305|1|positive,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-0.29463,1.46853,0.56577,-0.92396,1.03273,0.49838,-0.22784,-0.25244,1.05359,-0.23101,-0.79504,-0.22454,1.42549,-0.1838,-0.18076,-0.22558,-1.16505,-0.25868,0.21437,-0.19169,-0.11648,-0.12161,-0.75649,1.18035,-0.79668,-0.28071,-0.21525,-0.82833,2.95346,-0.19699,-0.2232,-0.30373,0.34023,-0.23907,-0.24428,1.1191,0.47995,0.489,-1.04656,-0.27455,-0.10657,-0.11998,-0.1585,-0.27315,0.65178,0.44621,-0.31826,-0.93531,-0.02123,-0.27466,-0.77029,-0.202,0.73019,3.19819,-0.16094,0.30158,1
seq306|1|positive,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,1.16741,0.85566,0.78468,0.52562,1.27254,0.49838,-0.22784,-0.25244,-1.86477,-0.77018,-0.79504,-0.22454,0.13635,-0.1838,-0.18076,-0.22558,0.75972,-0.25868,-0.29911,-0.19169,0.7864,-0.12161,1.3205,-0.48705,-0.79668,-0.28071,-0.21525,-0.66919,-0.30461,4.4294,-0.2232,-0.23019,-1.42294,-0.23907,-0.24428,1.1191,1.11819,-0.99394,1.59471,-0.27455,-0.10657,2.12319,0.01212,0.14824,0.10986,-0.17721,0.34641,0.27288,-0.43675,-0.27466,-0.77029,-0.202,0.73019,3.19819,-0.16094,-0.97391,1
seq307|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,-0.23693,-0.92396,-0.10241,1.17371,-0.22045,-0.24832,-1.38944,-0.65121,-0.79504,-0.22454,0.11341,-0.1838,-0.17764,-0.21124,0.33895,-0.24955,0.38553,-0.19169,1.86985,-0.11703,0.23591,-1.79874,-0.77343,-0.28071,-0.21525,0.09295,-0.30461,-0.19193,-0.2232,-0.10586,-0.57277,-0.23907,-0.24428,-0.59064,0.64297,-0.49271,0.69225,-0.2726,-0.10657,1.05505,1.51407,0.5275,0.22599,-0.13962,-0.0171,0.12812,0.7851,-0.26272,-0.74525,-0.202,0.73019,3.33793,-0.15406,1.50627,1
seq308|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.26488,-0.51986,-0.35368,2.08402,-0.55007,-1.5276,-0.25519,-0.26769,1.72953,1.78535,0.9402,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.32578,-0.29244,-1.12067,-0.19169,-1.01935,-0.13857,-0.75649,-0.28696,-0.86644,-0.28071,-0.21525,0.69347,-0.30461,-0.21571,-0.2232,0.06216,-0.03454,-0.23907,-0.24428,0.66317,0.23185,0.6821,0.91669,-0.28176,-0.10657,-0.41474,-1.43924,-0.10459,-0.2324,0.71473,1.53515,0.58032,-0.29727,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-1.48272,1
seq309|1|positive,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,-0.19517,-0.19811,-0.01615,-0.51986,0.59704,1.20319,-0.3034,-1.43113,-0.21279,-0.24405,0.82415,0.13345,-0.79504,-0.22454,-0.9666,6.4914,-0.17439,-0.19637,-0.95094,-0.24009,0.58114,-0.19169,0.01251,-0.11228,-0.75649,-1.39221,-0.74685,-0.28071,-0.21525,0.15848,-0.30461,-0.18668,-0.2232,-0.65681,0.56528,-0.23907,-0.24428,1.49905,-1.20771,0.05394,-0.73933,3.55565,-0.10657,-0.24264,-1.39572,-0.65241,-0.26531,-0.25838,-0.26598,-1.97424,0.03239,-0.25034,-0.71665,-0.202,0.73019,-0.25865,-0.14692,0.16455,1
seq310|1|positive,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,0.72647,-0.51986,0.76383,0.44144,-0.21204,-0.94875,-0.26157,2.99197,0.55418,1.007,-0.79504,-0.22454,0.01624,-0.1838,-0.19503,-0.29104,0.66326,2.91189,1.16798,-0.19169,-1.01935,-0.14252,1.30826,-0.12181,-0.87973,-0.28071,-0.21525,1.04364,-0.30461,-0.22007,-0.2232,-1.46781,-0.09788,-0.23907,2.48114,0.58481,-0.78679,0.32751,0.29231,-0.28344,-0.10657,0.71514,0.05889,1.49671,-0.29657,-0.03152,1.29248,0.0525,-0.37687,-0.32913,-0.85968,-0.202,0.73019,-0.37204,-0.19237,1.39091,1
seq311|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-0.94443,-0.51986,1.22251,-0.92396,-0.16636,0.49838,-0.19653,-0.23498,-0.82194,-1.20725,-0.79504,-0.22454,-0.15334,-0.1838,-0.16751,-0.16481,-2.08525,-0.22001,1.07017,-0.19169,0.18448,-0.1022,0.30042,-0.37589,-0.68042,-0.28071,-0.21525,-0.20641,4.25668,-0.17555,-0.2232,-0.89181,-0.67933,-0.23907,10.11231,-0.59064,-0.81614,-0.21455,0.47526,-0.2663,-0.10657,-0.19273,1.05436,-1.15808,-0.03793,-0.65052,-1.53948,-1.47062,-1.88943,-0.22407,-0.64513,-0.202,-1.36951,-0.22085,-0.13176,0.76043,1
seq312|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.26488,-0.51986,-0.35368,0.30798,-0.16636,-1.18994,-0.25519,-0.26769,-0.05592,-1.26438,-0.21662,-0.22454,-0.47965,-0.1838,-0.19234,-0.27867,0.87571,3.00321,-1.12067,-0.19169,0.42525,-0.13857,0.30611,-0.28696,-0.86644,-0.28071,-0.21525,1.89255,-0.30461,-0.21571,-0.2232,0.01399,-0.50967,-0.23907,-0.24428,-0.59064,-0.33977,0.46236,-0.30461,-0.28176,-0.10657,-0.21852,0.91816,0.9489,1.47892,-0.64156,1.50502,-0.62358,1.36107,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-1.37065,1
seq313|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,4.12343,-0.24143,-0.13765,-0.20814,-0.20684,1.39484,-0.51986,1.86467,-0.03902,2.45565,-0.62717,-0.22045,-0.24832,-0.00153,2.14214,0.80672,-0.22454,-0.30421,-0.1838,-0.17764,-0.21124,1.17621,-0.24955,-1.2576,-0.19169,-0.05628,-0.11703,-0.75649,-1.08732,-0.77343,-0.28071,-0.21525,-0.99514,-0.30461,-0.19193,-0.2232,0.17248,0.17308,-0.23907,-0.24428,-0.59064,-0.50621,-0.84243,-1.27572,-0.2726,-0.10657,-0.19457,0.08457,-0.86311,-0.93526,-1.01051,0.31051,1.56303,2.18574,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.2719,1
seq314|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,-1.07439,-0.51986,-1.40448,-0.92396,-1.12564,0.16072,-0.25519,-0.26769,-0.21857,-0.33608,-0.21662,-0.22454,0.66627,-0.1838,-0.19234,-0.27867,-0.80784,-0.29244,0.11168,-0.19169,0.42525,-0.13857,-0.75649,0.24661,-0.86644,-0.28071,-0.21525,0.57062,-0.30461,-0.21571,-0.2232,-1.78151,0.72829,-0.23907,-0.24428,-0.59064,-1.95385,1.2826,-0.96811,2.88319,-0.10657,-1.19158,-0.46551,1.28602,0.62326,-0.37498,0.43878,-0.08577,0.41897,-0.31883,-0.84538,3.39796,0.73019,-0.35722,-0.18643,-0.66957,1
seq315|1|positive,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,-0.22341,1.42541,-0.51986,0.86195,-0.92396,1.35719,-1.28925,-0.23499,-0.25643,2.21451,-0.05995,3.36953,-0.22454,-0.9666,-0.1838,-0.18379,3.99476,-0.58421,-0.2675,-1.38647,-0.19169,-1.01935,-0.12605,-0.75649,0.04259,-0.8172,-0.28071,-0.21525,-1.18239,-0.30461,-0.20188,-0.2232,0.4308,1.0658,3.04387,-0.24428,-0.59064,-0.70683,0.51039,0.08266,-0.27644,-0.10657,1.96819,-0.76236,-0.86311,0.5163,0.1686,-0.86109,0.70134,-1.39832,-0.2862,0.26776,-0.202,-1.36951,-0.31026,2.88204,-1.10172,1
seq316|1|positive,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-0.29463,-0.51986,0.05496,0.52973,0.47315,-1.18994,-0.19653,-0.23498,0.67823,0.18623,-0.79504,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,1.05077,-0.22001,-0.29911,-0.19169,0.18448,-0.1022,-0.75649,-1.70981,-0.68042,-0.28071,-0.21525,-0.09715,-0.30461,-0.17555,5.77456,-0.1642,0.91896,-0.23907,-0.24428,-0.59064,1.77701,-0.26351,-0.94967,3.89326,-0.10657,2.04366,1.0662,-1.4952,-0.77691,0.094,-1.06995,-1.56728,1.36239,-0.22407,1.85795,-0.202,0.73019,-0.22085,-0.13176,1.09842,1
seq317|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,8.10183,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,0.91207,-0.23693,-0.92396,0.15339,-0.17695,-0.22045,-0.24832,0.70183,0.80921,-0.79504,-0.22454,-0.39242,-0.1838,-0.17764,-0.21124,2.26045,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,0.29777,-1.79874,-0.77343,-0.28071,-0.21525,0.32649,-0.30461,-0.19193,-0.2232,-0.66447,0.49081,-0.23907,-0.24428,-0.59064,-0.91987,0.27672,-0.06819,-0.2726,-0.10657,-0.8753,-1.33713,-0.27315,-0.93526,1.63487,-0.57136,0.39481,-0.762,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,2.0149,1
seq318|1|positive,-0.11095,-0.18856,-0.2091,6.64994,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,1.00496,-0.51986,0.63874,-0.92396,0.79291,-1.75271,-0.19653,-0.23498,-0.1264,0.88894,0.24611,-0.22454,-0.9666,-0.1838,-0.16751,-0.16481,0.53436,-0.22001,0.38553,-0.19169,-1.01935,-0.1022,0.25299,-1.26517,-0.68042,-0.28071,-0.21525,1.20098,-0.30461,-0.17555,-0.2232,0.34307,-0.35864,-0.23907,-0.24428,2.0961,1.21544,-0.31982,0.03659,-0.2663,-0.10657,0.30817,0.68045,-1.74804,0.70105,1.29323,1.559,0.06416,-0.73299,-0.22407,0.3561,-0.202,-1.36951,-0.22085,-0.13176,-0.73061,1
seq319|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,7.1771,-0.20814,-0.20684,0.875,-0.51986,-0.47044,0.38189,-0.10241,0.27327,-0.22045,-0.24832,0.04848,-0.03452,0.80672,4.6674,0.95222,-0.1838,-0.17764,-0.21124,-0.00157,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,0.39291,-0.37589,-0.77343,-0.28071,-0.21525,-1.14246,-0.30461,-0.19193,-0.2232,0.31708,0.49545,4.68535,-0.24428,-0.59064,0.06284,-0.63409,-0.10708,-0.2726,-0.10657,1.0225,0.41928,-0.48385,-0.35463,-0.2293,0.03636,0.45474,-0.05689,-0.26272,0.05573,-0.202,0.73019,3.33793,-0.15406,1.66145,1
seq320|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,1.21202,-1.40448,0.52767,-1.12564,0.72349,-0.22045,-0.24832,-1.31618,0.95858,0.80672,-0.22454,-0.27215,-0.1838,-0.17764,-0.21124,-1.24512,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,1.45591,-1.79874,-0.77343,-0.28071,-0.21525,-0.5274,-0.30461,-0.19193,-0.2232,0.14365,-1.0505,-0.23907,-0.24428,-0.59064,-0.29218,2.31774,1.53943,-0.2726,-0.10657,-0.88448,-0.94883,0.44322,0.22599,0.77635,-0.77428,-0.29445,0.54021,-0.26272,1.6577,-0.202,0.73019,-0.27646,-0.15406,-0.83065,1
seq321|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.29463,-0.51986,1.74791,0.84387,2.32774,0.83604,-0.25519,-0.26769,-0.65065,0.09937,-0.21662,-0.22454,0.9877,-0.1838,-0.19234,-0.27867,0.01024,-0.29244,0.11168,-0.19169,-0.29705,-0.13857,2.45155,-1.88767,-0.86644,-0.28071,-0.21525,-0.51745,2.22944,-0.21571,-0.2232,0.27465,-0.43334,-0.23907,-0.24428,-0.59064,0.81734,0.10353,1.47591,-0.28176,6.91262,-0.7886,2.35922,1.96025,0.62326,0.11684,0.36967,-1.18776,0.75303,-0.31883,0.3561,-0.202,0.73019,-0.35722,-0.18643,-0.41573,1
seq322|1|positive,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,3.1754,-0.29463,0.97986,-1.40448,1.1806,-1.12564,-0.17695,-0.25519,-0.26769,0.14873,-1.19963,-0.21662,-0.22454,0.23612,-0.1838,-0.19234,-0.27867,-0.15451,-0.29244,-0.29911,-0.19169,-1.01935,-0.13857,1.46258,-0.55375,-0.86644,-0.28071,-0.21525,0.28354,-0.30461,-0.21571,-0.2232,0.44161,0.51238,-0.23907,2.63255,0.66317,-0.7288,0.04511,0.13711,-0.28176,-0.10657,0.42458,-0.90115,1.24388,-0.2324,0.13933,-0.96955,0.45786,-0.17484,2.91497,0.05573,-0.202,-1.36951,-0.35722,-0.18643,-1.04894,1
seq323|1|positive,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.94443,-0.51986,-1.40448,0.86646,-1.12564,0.49838,-0.24192,-0.26029,0.29531,0.74447,-0.14432,-0.22454,1.56253,-0.1838,-0.18672,-0.25291,-1.57918,-0.27606,0.38553,-0.19169,-1.01935,-0.13034,0.35826,0.21696,-0.83544,-0.28071,-0.21525,0.25498,-0.30461,-0.20662,-0.2232,-0.6834,0.97838,-0.23907,-0.24428,-0.59064,1.77486,0.03858,-0.49265,-0.27826,-0.10657,2.08792,-0.62172,0.82248,-1.03772,0.4237,-0.91583,0.63134,-0.4959,-0.2974,0.85672,3.91224,0.73019,-0.32637,-0.17406,-1.29715,1
seq324|1|positive,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,3.77947,1.39484,-0.51986,-0.70395,0.66319,-0.35822,-1.07738,-0.22045,-0.24832,-0.56053,0.77795,2.40848,-0.22454,0.36502,-0.1838,-0.17764,-0.21124,-0.59892,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,0.41086,-0.7316,-0.77343,-0.28071,-0.21525,-1.10262,-0.30461,-0.19193,-0.2232,0.13422,-0.08071,-0.23907,-0.24428,-0.59064,0.5042,-2.40817,1.70674,-0.2726,-0.10657,0.00277,1.07256,-0.65241,-0.35463,0.44888,0.72638,-0.6444,0.26566,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,0.09239,1
