,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
positive337,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.68451,-0.51986,-0.87908,2.41253,-0.55007,1.84903,-0.25519,-0.26769,-0.53901,0.0518,0.36179,-0.22454,0.42035,-0.1838,-0.19234,-0.27867,0.54141,-0.29244,-0.70989,-0.19169,-1.01935,-0.13857,2.37614,-0.28696,0.80781,-0.28071,-0.21525,-0.31066,2.22944,-0.21571,-0.2232,-1.04454,-1.85055,-0.23907,-0.24428,-0.59064,-0.34356,-1.24096,1.58132,-0.28176,-0.10657,0.05618,-0.94358,1.45457,0.62326,0.66293,0.56283,1.21742,0.63727,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,1.81427,1
positive338,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,-1.87271,3.08311,0.26345,-0.92396,-0.57748,1.62393,-0.26157,-0.27124,-0.34774,0.42477,-0.79504,-0.22454,2.64547,-0.1838,-0.19503,-0.29104,-1.26435,6.12409,1.5592,-0.19169,-1.01935,-0.14252,-0.75649,1.14859,-0.87973,1.96317,-0.21525,-0.57176,2.09607,-0.22007,-0.2232,0.74164,0.50899,-0.23907,-0.24428,-0.59064,-1.11504,-0.25302,-0.80426,-0.28344,-0.10657,-1.23963,-0.10115,1.91811,-0.29657,0.59532,-1.04889,0.79818,-0.51801,-0.32913,2.00098,-0.202,0.73019,-0.37204,-0.19237,-0.11275,1
positive339,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.70395,-0.92396,-0.35822,-0.17695,-0.22045,-0.24832,0.71229,-2.11423,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.57074,-0.24955,-1.80531,-0.19169,1.86985,-0.11703,-0.75649,0.33553,-0.40137,-0.28071,-0.21525,0.75175,-0.30461,-0.19193,-0.2232,0.92188,-0.75119,-0.23907,-0.24428,1.29008,-1.24823,-0.28876,-0.52028,-0.2726,-0.10657,-0.74966,2.41472,-0.65241,-0.35463,-1.16836,1.90555,-0.36667,-0.15456,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,1.20516,1
positive340,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.93063,0.44554,1.43242,-0.62717,-0.22045,-0.24832,0.72218,1.44045,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.83601,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,0.30888,-1.08732,-0.40137,-0.28071,-0.21525,-0.24123,-0.30461,4.59684,-0.2232,-0.36844,1.0768,-0.23907,-0.24428,-0.59064,1.05126,-0.99354,0.00929,-0.2726,-0.10657,0.95348,0.25299,-0.90525,1.38724,0.79082,1.0452,1.40451,0.0211,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,1.66467,1
positive341,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,0.96565,0.52198,-0.92396,-0.74193,0.49838,3.74897,-0.26769,-0.50312,-1.60319,-0.79504,-0.22454,2.01139,4.13545,-0.19234,-0.27867,0.11609,-0.29244,1.34403,-0.19169,-1.01935,-0.13857,0.29154,1.58053,-0.86644,-0.28071,-0.21525,1.65994,-0.30461,-0.21571,-0.2232,0.9592,0.63262,2.22314,-0.24428,1.91698,-0.45158,-0.19697,-0.70954,-0.28176,-0.10657,0.96055,1.16194,2.25523,-1.08805,1.49708,-0.24738,1.05148,0.62064,-0.31883,1.25721,-0.202,0.73019,-0.35722,-0.18643,-1.11989,1
positive342,-0.12453,-0.19626,4.48779,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.23693,-0.92396,0.15339,-0.17695,-0.22045,-0.24832,-0.15998,-0.87832,0.00584,-0.22454,0.28299,-0.1838,-0.17764,-0.21124,-0.1341,-0.24955,0.93324,-0.19169,0.90678,-0.11703,-0.75649,-0.02018,1.08685,-0.28071,-0.21525,0.38233,-0.30461,-0.19193,-0.2232,-1.66525,0.48346,-0.23907,-0.24428,1.29008,-0.52758,0.86298,0.16491,-0.2726,-0.10657,-0.47894,-0.05938,-0.18887,-1.51588,1.68354,0.54222,0.06191,-0.60085,3.50456,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,0.83056,1
positive343,-0.15139,-0.2115,-0.23306,-0.18553,-0.12959,-0.13792,-0.15284,-0.13859,-0.26055,-0.20274,-0.28438,-0.18713,-0.28828,-0.26077,0.23702,-0.51986,-0.13079,0.21558,-0.77681,-0.42252,-0.26778,-0.2747,-0.33559,0.24636,0.76668,-0.22454,-0.389,3.68079,-0.19766,-0.3031,-0.17213,-0.30799,-0.11239,-0.19169,-0.36272,-0.14637,1.43099,0.75592,-0.38446,-0.28071,-0.21525,-0.23379,-0.30461,-0.22432,-0.2232,0.01469,-0.99677,-0.23907,-0.24428,-0.59064,-0.42902,0.27019,0.97554,-0.28507,-0.10657,-0.26176,0.79164,2.08667,0.03245,-1.04128,1.26489,-0.82694,0.87017,-0.33917,-0.87268,-0.202,0.73019,-0.38649,2.46379,-0.70097,1
positive344,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-0.00342,0.66319,0.4092,0.27327,-0.22045,-0.24832,-0.36855,-0.84509,0.00584,-0.22454,1.63088,-0.1838,-0.17764,-0.21124,-2.14973,-0.24955,0.93324,-0.19169,0.90678,-0.11703,-0.75649,-0.7316,-0.77343,-0.28071,-0.21525,-0.27301,3.20408,-0.19193,-0.2232,-2.26759,0.69586,-0.23907,-0.24428,-0.59064,0.39969,0.68213,0.13653,-0.2726,-0.10657,-1.51006,-0.84807,0.06397,-0.93526,0.08129,-1.40167,-0.5099,-2.51842,-0.26272,1.6577,-0.202,-1.36951,-0.27646,-0.15406,-0.24059,1
positive345,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,3.84048,-0.25462,-0.15285,-0.23276,-0.22341,1.42541,-0.51986,0.65591,1.96288,0.22863,-2.08376,-0.23499,-0.25643,0.88139,1.80234,-0.79504,-0.22454,-0.29607,-0.1838,-0.18379,-0.23946,1.84097,-0.2675,0.54662,-0.19169,-1.01935,-0.12605,-0.75649,1.29805,1.15251,-0.28071,-0.21525,1.15609,-0.30461,-0.20188,-0.2232,-1.67768,0.41395,-0.23907,-0.24428,0.97662,2.11437,-0.33896,-0.18561,-0.27644,-0.10657,0.91239,-0.99791,-0.39957,-0.49979,0.44974,-0.31297,0.21264,1.72976,-0.2862,-0.08562,-0.202,0.73019,-0.31026,-0.16761,-0.94836,1
positive346,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-1.40448,-0.92396,-1.12564,0.72349,-0.22045,-0.24832,-0.28461,-0.63398,1.6076,-0.22454,1.15956,-0.1838,-0.17764,-0.21124,0.11361,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,0.39456,-0.02018,-0.40137,-0.28071,-0.21525,0.13724,-0.30461,-0.19193,-0.2232,0.42494,-0.3106,-0.23907,-0.24428,-0.59064,-1.79246,0.0812,-0.36247,-0.2726,-0.10657,-0.08659,0.14431,-0.77883,1.96786,-0.28869,-0.64429,0.63359,-1.25581,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,0.37977,1
positive347,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,1.09779,-0.51986,-0.23693,0.43733,-0.21204,-1.59192,-0.26157,-0.27124,0.58394,1.3057,0.3009,-0.22454,-0.39275,-0.1838,-0.19503,-0.29104,0.55043,-0.30031,-0.39691,-0.19169,-1.01935,-0.14252,0.36689,1.40267,0.98055,-0.28071,-0.21525,0.10403,-0.30461,-0.22007,-0.2232,-0.13407,0.56258,-0.23907,-0.24428,0.58481,0.75942,-0.97953,0.20042,-0.28344,-0.10657,-0.99741,-0.76343,0.9489,0.10986,0.0815,1.27026,-0.72086,-1.76078,-0.32913,-0.28755,-0.202,0.73019,-0.37204,-0.19237,-0.82699,1
positive348,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,7.20322,-0.27295,-0.17397,-0.26697,-0.24643,0.875,-0.51986,1.22251,0.13961,-0.16636,-0.85228,-0.25519,-0.26769,0.5404,-0.40778,0.9402,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,1.31671,-0.29244,-0.70989,-0.19169,0.42525,-0.13857,-0.75649,-1.62089,-0.5874,-0.28071,-0.21525,-1.59513,-0.30461,-0.21571,-0.2232,0.52769,1.20727,-0.23907,-0.24428,-0.59064,0.38651,0.23595,0.06256,-0.28176,-0.10657,2.44709,-0.80295,1.20174,-1.51588,1.24839,1.10211,-0.29331,0.22717,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,1.60778,1
positive349,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-0.78198,-0.51986,1.22251,-0.92396,1.03273,0.0763,-0.22784,-0.25244,-0.29171,0.70732,-0.79504,-0.22454,-0.29119,-0.1838,-0.18076,4.1475,0.97167,-0.25868,0.72785,-0.19169,-0.11648,-0.12161,-0.75649,-0.82053,-0.79668,-0.28071,-0.21525,-1.08008,-0.30461,-0.19699,-0.2232,0.08062,0.45151,-0.23907,-0.24428,-0.59064,0.00383,0.72494,-0.64326,-0.27455,-0.10657,0.16777,2.42838,0.23252,-0.43205,0.81824,-0.3168,-2.24521,-0.23849,-0.27466,-0.77029,-0.202,-1.36951,-0.29364,-0.16094,-0.33204,1
positive350,7.81828,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,-0.70395,1.75961,-0.35822,-0.17695,-0.22045,-0.24832,0.54997,0.96658,0.00584,-0.22454,-0.38591,-0.1838,-0.17764,-0.21124,-0.35369,-0.24955,-0.16218,-0.19169,-0.05628,-0.11703,1.32295,0.69125,1.83096,-0.28071,-0.21525,-1.02494,-0.30461,-0.19193,4.27512,0.40373,-0.3385,-0.23907,-0.24428,-0.59064,-0.19597,1.67983,1.62124,3.41445,-0.10657,-1.07279,0.27698,-0.18887,0.80661,0.68141,0.26656,0.46628,0.2108,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,0.23669,1
positive351,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,-0.13765,-0.20814,-0.20684,0.35516,-0.51986,-0.47044,0.90957,-0.10241,-0.17695,-0.22045,-0.24832,0.806,-0.36676,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.24256,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,-0.75649,1.04696,-0.02932,-0.28071,5.1565,1.27049,-0.30461,-0.19193,-0.2232,1.06918,0.26393,-0.23907,-0.24428,-0.59064,0.11155,1.17024,-0.8397,-0.2726,-0.10657,-0.80251,-0.64407,-1.45306,0.80661,-2.24697,1.28183,-0.49046,0.08948,-0.26272,1.25721,-0.202,0.73019,-0.27646,-0.15406,-0.5581,1
positive352,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.78836,-0.51986,-0.8207,0.57695,-0.48612,-0.62717,-0.24192,-0.26029,1.07791,1.87247,-0.14432,-0.22454,0.83146,-0.1838,-0.18672,-0.25291,0.77091,-0.27606,-0.07089,-0.19169,-0.2168,-0.13034,-0.75649,-0.96875,-0.52539,-0.28071,-0.21525,-0.10414,2.5462,-0.20662,-0.2232,0.20781,1.30935,-0.23907,-0.24428,-0.59064,1.60315,-0.06245,-0.73395,-0.27826,-0.10657,-0.48775,-1.51046,0.35894,-0.0814,0.12656,0.79926,-0.15381,-0.26568,-0.2974,0.52297,-0.202,0.73019,-0.32637,-0.17406,0.92578,1
positive353,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,0.46361,-0.92396,-0.86983,0.27327,-0.22045,-0.24832,-1.64348,1.81234,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.44215,-0.24955,0.93324,-0.19169,1.86985,-0.11703,1.15311,-1.44303,-0.40137,-0.28071,-0.21525,-0.12522,-0.30461,-0.19193,-0.2232,0.17709,-1.96588,-0.23907,-0.24428,-0.59064,1.67587,1.83358,2.12051,-0.2726,-0.10657,1.00193,4.15645,0.65392,0.22599,0.14091,0.13683,-2.32546,1.47344,-0.26272,0.05573,-0.202,-1.36951,-0.27646,-0.15406,1.04089,1
positive354,-0.12018,-0.19379,-0.21457,-0.16183,-0.08533,-0.10337,-0.13806,-0.12242,-0.20692,-0.1858,-0.23447,-0.12964,2.53702,-0.19811,-0.01615,-0.51986,1.5978,-0.92396,2.1633,0.016,-0.21279,-0.24405,0.94117,-0.99715,0.07258,-0.22454,-0.9666,-0.1838,-0.17439,-0.19637,0.87062,-0.24009,-0.59252,-0.19169,2.07623,-0.11228,-0.75649,0.51339,0.84767,4.20706,-0.21525,-0.61198,-0.30461,-0.18668,-0.2232,0.27263,-0.92447,-0.23907,-0.24428,-0.59064,-0.17446,2.17779,0.93782,-0.27059,-0.10657,2.32092,-0.52894,-0.94739,-0.26531,-1.27271,0.52113,0.45986,-0.50958,-0.25034,-0.71665,5.55794,-1.36951,-0.25865,-0.14692,0.76217,1
positive355,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,3.8411,-0.14537,-0.22066,-0.21526,0.19271,-0.51986,-0.74773,1.03893,-0.40618,0.0763,-0.22784,-0.25244,0.8638,-0.70176,-0.79504,-0.22454,-0.35629,-0.1838,-0.18076,-0.22558,-0.16946,-0.25868,-0.29911,-0.19169,-0.11648,-0.12161,-0.75649,-1.48749,-0.79668,4.20706,-0.21525,-0.5132,-0.30461,-0.19699,-0.2232,-0.19551,1.16,-0.23907,-0.24428,-0.59064,0.32881,-1.52441,-0.47375,-0.27455,-0.10657,1.44617,0.9467,-0.44171,0.10986,0.78189,2.02831,0.22869,0.61098,-0.27466,-0.77029,-0.202,-1.36951,-0.29364,-0.16094,0.92999,1
positive356,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,-0.17958,-0.94443,1.62276,1.5144,-0.25255,1.75218,-0.06439,-0.19653,-0.23498,-0.72762,0.01556,-0.79504,-0.22454,0.75187,-0.1838,-0.16751,-0.16481,-2.0834,-0.22001,2.43945,-0.19169,0.18448,-0.1022,-0.75649,-1.26517,-0.21535,-0.28071,-0.21525,-0.84235,-0.30461,-0.17555,-0.2232,1.89381,1.50096,-0.23907,-0.24428,-0.59064,-0.42898,0.28493,-0.40297,-0.2663,-0.10657,-2.07634,-0.46714,-0.69455,-1.51588,0.85362,-2.18943,0.1438,0.27612,-0.22407,2.35856,-0.202,0.73019,-0.22085,-0.13176,-0.38689,1
positive357,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,0.875,-0.51986,0.69712,0.17657,-0.35822,-1.07738,-0.22045,-0.24832,0.64164,-1.57184,0.00584,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.51501,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,-0.75649,-1.44303,-0.77343,-0.28071,-0.21525,1.49379,-0.30461,-0.19193,-0.2232,-0.43698,0.07826,-0.23907,-0.24428,-0.59064,0.99057,0.50171,-1.35144,-0.2726,-0.10657,0.16301,1.18342,-0.98953,0.80661,-1.44229,0.8186,0.71966,0.08433,-0.26272,0.45622,-0.202,-1.36951,-0.27646,-0.15406,-0.32482,1
positive358,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.07439,1.7498,0.17172,1.79657,-0.74193,0.49838,-0.25519,-0.26769,-0.78617,-0.26872,-0.79504,-0.22454,-0.05651,-0.1838,-0.19234,-0.27867,-1.03865,3.00321,0.93324,-0.19169,1.14755,-0.13857,1.30509,1.84731,3.04014,-0.28071,-0.21525,-0.8609,-0.30461,-0.21571,-0.2232,0.45008,-0.86338,-0.23907,-0.24428,1.91698,-0.31637,1.29886,1.14546,-0.28176,-0.10657,-0.20554,0.18735,2.5502,-1.51588,0.70533,1.06517,-0.9468,0.54936,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-1.14664,1
positive359,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,6.47793,-0.24449,-0.2313,-0.07803,1.17874,-0.04233,-0.92396,0.36656,0.1232,-0.24192,3.27916,0.70222,1.23547,-0.79504,-0.22454,-0.28549,-0.1838,-0.18672,-0.25291,0.10535,-0.27606,-0.07089,-0.19169,-0.2168,-0.13034,-0.75649,-0.37589,-0.52539,-0.28071,-0.21525,1.66117,2.5462,-0.20662,-0.2232,1.70755,0.32628,-0.23907,-0.24428,2.30277,0.011,-0.50139,-1.45855,-0.27826,-0.10657,-0.16305,-1.87403,-0.27315,-0.55956,-0.46383,0.25279,0.36339,-0.03671,-0.2974,2.85918,-0.202,0.73019,-0.32637,-0.17406,0.00719,1
positive360,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.46426,2.13336,0.34685,2.41253,-0.35822,1.17371,-0.25519,-0.26769,-0.33415,0.82659,-0.79504,-0.22454,8.60894,-0.1838,-0.19234,-0.27867,-2.73373,3.00321,3.39794,-0.19169,-1.01935,-0.13857,-0.75649,-1.62089,-0.86644,-0.28071,-0.21525,-0.02662,-0.30461,-0.21571,-0.2232,2.06903,1.03424,-0.23907,-0.24428,0.66317,0.77893,-0.14351,-0.16843,-0.28176,-0.10657,-1.5793,-0.50594,2.29737,-1.51588,0.68801,-2.75383,2.18581,0.13947,-0.31883,-1.14575,-0.202,0.73019,-0.35722,-0.18643,-1.61845,1
positive361,-0.1615,-0.21723,-0.23905,-0.19321,-0.14393,-0.14911,-0.15762,-0.14382,-0.27792,-0.20823,-0.30054,-0.20575,-0.31844,-0.28107,0.5631,0.79072,-0.84405,0.46813,-0.5117,0.90358,-0.28559,-0.28463,0.04662,-1.22876,0.1103,-0.22454,1.66083,-0.1838,-0.2052,-0.33766,-0.40226,-0.32997,0.27599,2.94893,-0.44151,-0.15741,0.37442,0.62011,-0.92225,-0.28071,2.47062,-0.76495,-0.30461,-0.23651,-0.2232,-0.50917,-0.60252,-0.23907,-0.24428,-0.59064,-0.26504,0.41021,-0.50629,-0.28977,-0.10657,0.24015,-0.3608,2.92946,-0.16109,-0.18618,-0.47434,-0.80061,-1.42638,2.50937,-0.90545,-0.202,0.73019,2.33265,-0.21476,-0.42036,1
positive362,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,-1.17097,-0.92396,-0.86983,0.27327,-0.22045,-0.24832,-0.47671,0.69646,0.80672,-0.22454,0.60442,-0.1838,-0.17764,-0.21124,-0.89898,-0.24955,0.38553,-0.19169,-1.01935,-0.11703,0.42006,0.69125,-0.40137,-0.28071,-0.21525,0.09184,-0.30461,-0.19193,-0.2232,-1.71713,0.56027,-0.23907,-0.24428,-0.59064,-0.4114,1.11252,-0.15165,-0.2726,-0.10657,-2.63591,-0.55609,-0.23101,-0.35463,1.3293,-0.56257,-0.17211,-0.14722,3.50456,1.25721,-0.202,0.73019,-0.27646,-0.15406,-0.92525,1
positive363,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,4.12343,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,0.23009,1.40235,0.665,1.17371,-0.22045,-0.24832,-2.30637,0.55074,-0.79504,-0.22454,0.23937,-0.1838,-0.17764,-0.21124,-0.5338,-0.24955,-0.16218,-0.19169,0.90678,-0.11703,1.37849,-0.37589,0.71479,-0.28071,-0.21525,-0.90935,-0.30461,-0.19193,-0.2232,-0.34129,-1.05703,-0.23907,-0.24428,-0.59064,0.46378,0.92597,1.84848,-0.2726,-0.10657,-0.23344,-0.12788,0.40108,-0.35463,0.01058,-0.50217,-0.33971,1.18155,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,2.00294,1
positive364,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,0.23009,0.4168,-0.10241,0.27327,-0.22045,-0.24832,-1.29339,-1.25449,-0.79504,-0.22454,0.25711,-0.1838,-0.17764,-0.21124,-0.43078,-0.24955,-0.16218,-0.19169,1.86985,-0.11703,-0.75649,-1.08732,-0.02932,-0.28071,-0.21525,-0.36643,-0.30461,-0.19193,-0.2232,0.78889,-0.13807,-0.23907,3.73903,1.29008,-1.88081,-1.03553,0.92497,-0.2726,-0.10657,0.0284,1.32938,0.10611,-0.93526,-0.34328,0.18156,-0.42308,2.03327,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.72848,1
positive365,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,2.09818,0.4168,2.71145,1.62393,-0.22045,-0.24832,-1.49588,-1.94305,-0.79504,-0.22454,0.18339,-0.1838,-0.17764,-0.21124,0.84525,-0.24955,0.38553,-0.19169,-0.05628,-0.11703,0.30685,-1.08732,-0.02932,-0.28071,-0.21525,-0.6677,-0.30461,-0.19193,-0.2232,0.07118,0.02547,-0.23907,-0.24428,-0.59064,2.6419,0.95972,-0.25445,-0.2726,-0.10657,-0.68555,0.87731,-0.06245,-0.35463,-1.37922,-0.54565,1.33077,0.01951,-0.26272,-0.34476,5.03431,0.73019,-0.27646,-0.15406,0.06899,1
positive366,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,1.99302,-0.24643,1.26488,-0.51986,0.34685,-0.09035,0.79291,-0.85228,-0.25519,-0.26769,0.09789,-1.66343,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.23633,-0.29244,-1.12067,3.82133,0.42525,-0.13857,-0.75649,-1.3541,-0.86644,-0.28071,-0.21525,0.08473,-0.30461,-0.21571,-0.2232,-0.5767,-0.02693,-0.23907,-0.24428,-0.59064,0.82464,-0.26038,-1.23982,-0.28176,-0.10657,0.78736,-0.99303,0.56964,0.62326,-2.0551,1.40266,0.76611,0.74675,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,0.75414,1
positive367,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,0.78836,-0.51986,1.31981,-0.92396,0.15339,-1.00235,-0.24192,-0.26029,1.12134,-0.49486,-0.79504,-0.22454,-0.28875,-0.1838,-0.18672,-0.25291,0.04192,-0.27606,0.38553,-0.19169,-1.01935,-0.13034,-0.75649,-0.67232,-0.52539,4.20706,-0.21525,0.95003,-0.30461,-0.20662,-0.2232,1.4708,-0.06109,-0.23907,-0.24428,-0.59064,0.19294,0.65103,0.59096,-0.27826,-0.10657,-0.13292,-0.88469,-0.56813,-0.0814,-0.36042,2.07786,0.34219,0.59867,-0.2974,-0.14452,-0.202,0.73019,-0.32637,-0.17406,-0.52622,1
positive368,-0.14425,-0.20744,3.80987,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,0.09525,-0.51986,0.87225,-0.92396,0.21734,-0.17695,-0.25519,-0.26769,-1.54162,0.32757,-0.21662,-0.22454,-0.9666,-0.1838,-0.19234,-0.27867,0.67274,-0.29244,-0.70989,-0.19169,-0.29705,-0.13857,2.34146,0.78018,-0.5874,-0.28071,-0.21525,0.53249,-0.30461,-0.21571,-0.2232,0.2102,-1.65965,-0.23907,-0.24428,-0.59064,-0.43743,0.25859,0.86377,-0.28176,-0.10657,-1.13753,-0.16323,1.07532,0.19543,-0.02129,0.17182,0.44353,-0.22498,-0.31883,-0.84538,-0.202,-1.36951,-0.35722,-0.18643,-0.51611,1
