,DDE_HD,DDE_DD,DDE_QK,DDE_QD,DDE_VM,DDE_WV,DDE_MK,DDE_MD,DDE_GP,DDE_DN,DDE_AI,DDE_AH,DDE_SS,DDE_TT,CTDC_secondarystruct.G3,QSO3_SC_M,CTDD_hydrophobicity_CASG920101.3.residue75,DDR_N,CTDD_hydrophobicity_CASG920101.3.residue0,CTDC_secondarystruct.G1,DDE_YL,DDE_VD,MSW__27,Z3__7,CKSAAGP_uncharger.uncharger.gap1,CKSAAP_TS.gap3,QSO3_SC_L,CKSAAP_IY.gap2,DDE_DQ,DDE_PS,MSW__7,DDE_LI,CTDC_hydrophobicity_ENGD860101.G3,CKSAAP_NG.gap1,AAC_K,DDE_HE,PAAC_Xc1.R,CTDD_polarity.2.residue50,CTDD_polarity.2.residue0,CTriad_g6.g1.g1,CTriad_g4.g3.g1,Z5__26,CKSAAP_AL.gap1,DDE_DP,CKSAAP_VS.gap2,NMBroto_CHAM810101.lag2,Z3__21,CTriad_g6.g3.g2,GTPC_postivecharger.alphaticr.aromatic,CKSAAGP_alphaticr.aromatic.gap4,Geary_CHAM820102.lag3,Z3__27,Z5__46,DDE_EK,CKSAAP_HR.gap3,Geary_CHAM820101.lag3,TM_tend,formula_H,CTDT_hydrophobicity_PONP930101.Tr1221,MSW__16,MSW__8,NMBroto_CIDH920105.lag2,Z5__44,DDE_GL,CTDD_hydrophobicity_FASG890101.1.residue0,CKSAAP_ET.gap3,OVP_Hydrophobic_N4,DDE_SL,DDE_PP,Charge_phys,y
positive62,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,3.99133,7.1771,2.42466,-0.20684,0.875,-0.51986,-0.93746,-0.92396,-0.61402,0.27327,-0.22045,-0.24832,1.45577,0.43864,0.00584,-0.22454,-0.23211,-0.1838,-0.17764,-0.21124,-1.15558,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,0.41263,-0.37589,-0.77343,-0.28071,-0.21525,-0.40814,-0.30461,-0.19193,-0.2232,-0.55072,-1.07596,-0.23907,-0.24428,-0.59064,1.35847,1.59693,0.11892,-0.2726,-0.10657,-0.28316,-0.50622,-0.65241,1.38724,-0.55437,-0.61602,0.12611,-1.04536,-0.26272,0.05573,-0.202,0.73019,3.33793,-0.15406,-0.12838,1
positive63,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,0.19271,-0.51986,1.0036,1.29558,1.51236,0.49838,-0.22784,-0.25244,-0.1243,0.00461,-0.05136,-0.22454,1.64732,-0.1838,-0.18076,-0.22558,-0.41956,-0.25868,0.21437,-0.19169,0.7864,-0.12161,-0.75649,-0.15357,0.24972,-0.28071,-0.21525,-1.43526,-0.30461,-0.19699,-0.2232,0.45643,0.26061,-0.23907,3.45451,1.1191,0.68999,-0.94378,-0.18115,-0.27455,-0.10657,1.25374,0.34431,0.3168,-0.97397,-0.22755,-0.42843,-1.93745,-0.02838,-0.27466,-0.77029,-0.202,0.73019,3.19819,-0.16094,0.39786,1
positive64,-0.12453,4.30927,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-0.47044,-0.92396,-0.10241,0.27327,-0.22045,-0.24832,-0.4517,1.04379,-0.79504,-0.22454,-0.9666,5.93513,5.74403,-0.21124,0.88594,-0.24955,-1.2576,-0.19169,-1.01935,-0.11703,3.94801,-0.37589,0.71479,-0.28071,-0.21525,1.23473,-0.30461,-0.19193,-0.2232,-0.11652,-3.06437,-0.23907,-0.24428,-0.59064,0.41754,4.08186,3.4208,-0.2726,-0.10657,0.32814,1.41642,0.14824,-0.35463,0.03465,0.29962,0.35217,0.81735,-0.26272,-0.74525,-0.202,0.73019,-0.27646,-0.15406,0.01408,1
positive65,-0.14053,-0.20534,-0.22663,-0.17728,-0.11419,-0.1259,-0.1477,-0.13296,-0.24189,-0.19685,-0.26701,-0.16713,-0.25589,-0.23897,-1.42322,-0.51986,1.54513,2.57679,-0.92368,1.03153,-0.24865,-0.26404,-0.69761,-0.20165,-0.79504,-0.22454,1.80145,-0.1838,-0.18957,-0.26597,-1.76265,-0.28436,2.40342,-0.19169,0.50128,-0.13451,0.30312,0.6538,1.7918,-0.28071,-0.21525,-0.89895,-0.30461,-0.21123,-0.2232,1.14276,-0.1075,-0.23907,-0.24428,0.75273,1.09747,1.70067,0.56679,-0.28003,-0.10657,1.85074,-0.61351,2.29737,-0.61269,0.16833,-1.27257,-0.32182,-0.19413,-0.30826,-0.51339,-0.202,0.73019,-0.34201,-0.18033,-0.50723,1
positive66,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,1.22156,-0.51986,0.34685,0.67961,-0.48612,-1.00235,-0.24192,-0.26029,1.31679,1.89875,-0.14432,-0.22454,-0.38624,-0.1838,-0.18672,-0.25291,1.80054,-0.27606,-0.07089,-0.19169,0.58576,-0.13034,-0.75649,1.10625,-0.83544,-0.28071,-0.21525,-0.25063,2.5462,-0.20662,-0.2232,0.03504,0.71843,-0.23907,-0.24428,-0.59064,-0.55542,-0.08091,-0.28094,-0.27826,-0.10657,-0.59433,-0.81731,0.14824,-0.55956,0.03133,0.42166,0.01541,-0.53699,-0.2974,-0.47826,-0.202,0.73019,-0.32637,-0.17406,0.58782,1
positive67,-0.10083,-0.18282,-0.20311,-0.14714,-0.0579,-0.08196,-0.1289,-0.1124,-0.17368,-0.1753,-0.20355,-0.09401,-0.13745,-0.15927,-0.68451,-0.51986,-1.05421,-0.92396,-0.74193,0.49838,-0.1787,-0.22505,-1.28546,-0.53921,0.50639,-0.22454,-0.9666,-0.1838,-0.15997,-0.13022,0.17563,-0.19801,-0.70989,-0.19169,-1.01935,-0.09116,1.26316,-0.02018,1.08685,-0.28071,-0.21525,1.0322,-0.30461,-0.16336,7.48821,-0.40948,-2.31503,-0.23907,-0.24428,-0.59064,-0.43703,0.90813,1.41703,-0.2616,-0.10657,1.66758,1.06038,-1.9166,1.1937,0.17544,-1.33686,0.90175,0.08364,-0.19529,0.05573,-0.202,0.73019,-0.17942,-0.11515,0.91189,1
positive68,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,-1.40448,0.24433,-1.12564,2.07414,-0.22045,-0.24832,-1.88837,0.68987,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,1.18455,-0.24955,-2.35302,-0.19169,0.90678,-0.11703,0.41469,-0.37589,0.71479,-0.28071,-0.21525,-1.59697,-0.30461,-0.19193,-0.2232,-0.26986,-1.52842,-0.23907,-0.24428,-0.59064,-0.97359,-0.91477,-0.38573,3.41445,-0.10657,-0.02572,0.68611,-0.65241,0.80661,-2.9433,1.22326,2.638,1.03063,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,-0.29856,1
positive69,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,1.91467,-0.51986,-0.00342,-0.92396,0.4092,-1.97782,-0.22045,-0.24832,2.59833,-1.74135,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,-0.47419,-0.24955,-0.16218,-0.19169,-1.01935,-0.11703,-0.75649,-0.7316,-0.77343,1.21521,-0.21525,2.3289,-0.30461,-0.19193,-0.2232,1.8883,1.48011,-0.23907,-0.24428,1.29008,-0.4798,0.02868,-1.0458,-0.2726,-0.10657,1.16592,0.10314,-1.41092,0.80661,0.61325,-0.03867,-0.30974,-0.34696,-0.26272,-0.34476,-0.202,-1.36951,-0.27646,-0.15406,0.03999,1
positive70,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-1.37762,4.44604,-0.62611,0.62212,-0.69929,0.49838,-0.24192,-0.26029,0.13637,1.04036,-0.79504,-0.22454,3.01605,-0.1838,-0.18672,-0.25291,-0.89321,-0.27606,2.66766,-0.19169,-1.01935,-0.13034,-0.75649,-1.85803,-0.83544,-0.28071,-0.21525,-0.51926,-0.30461,-0.20662,-0.2232,0.63682,1.34491,-0.23907,-0.24428,-0.59064,0.72486,0.24463,-1.26993,-0.27826,-0.10657,0.31271,-0.0357,1.1596,-1.03772,1.35084,-0.30909,-0.67449,-0.12239,-0.2974,0.85672,-0.202,0.73019,-0.32637,-0.17406,-1.70381,1
positive71,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.51123,0.89543,1.5144,0.77611,1.21925,0.49838,-0.24192,-0.26029,-0.90005,0.74022,-0.79504,-0.22454,0.73592,-0.1838,-0.18672,-0.25291,0.05003,-0.27606,1.75481,-0.19169,0.58576,-0.13034,0.35383,-1.85803,-0.83544,-0.28071,-0.21525,-1.3526,-0.30461,-0.20662,-0.2232,0.39612,-0.65259,-0.23907,2.99216,2.30277,1.3317,0.53688,0.24673,-0.27826,-0.10657,1.2647,0.83474,1.53885,-0.55956,0.18611,-0.0703,-0.32096,0.19886,-0.2974,-0.812,-0.202,0.73019,-0.32637,-0.17406,-0.66569,1
positive72,-0.15821,10.33014,-0.23709,-0.19071,-0.13925,-0.14547,-0.15606,-0.14211,-0.27226,-0.20644,-0.29527,-0.19968,-0.30861,-0.27445,2.62945,-0.51986,-0.38287,-0.92396,-0.00649,-0.90855,-0.27979,-0.2814,2.87531,-1.10576,-0.32179,-0.22454,-0.9666,-0.1838,-0.20274,-0.3264,1.73833,-0.32281,-2.0107,-0.19169,-1.01935,-0.15381,-0.75649,1.18035,-0.91295,1.21521,-0.21525,-0.23983,-0.30461,-0.23254,-0.2232,1.3668,0.64493,-0.23907,-0.24428,-0.59064,-0.5123,0.8387,-1.14585,-0.28824,-0.10657,-0.17985,0.16936,0.02183,-0.10219,0.52476,1.17496,2.52342,0.30827,-0.35856,-0.89544,-0.202,-1.36951,-0.41439,-0.20935,0.82511,1
positive73,-0.14053,-0.20534,3.92274,-0.17728,-0.11419,-0.1259,-0.1477,-0.13296,-0.24189,3.60561,-0.26701,-0.16713,-0.25589,-0.23897,-0.19203,-0.51986,0.99208,0.50098,1.49974,0.32066,-0.24865,3.17569,-1.2799,1.02468,-0.1826,-0.22454,-0.01728,-0.1838,-0.18957,-0.26597,1.21775,-0.28436,-0.19101,4.05739,-0.25904,-0.13451,2.38348,-0.18867,0.91061,-0.28071,5.1565,0.86915,-0.30461,-0.21123,-0.2232,-0.51885,-1.71754,-0.23907,-0.24428,0.75273,0.40881,-0.19445,1.82646,-0.28003,-0.10657,-0.56708,-0.10217,1.20174,-0.61269,-1.03497,1.28145,-0.2118,-0.49619,-0.30826,-0.19721,-0.202,-1.36951,-0.34201,-0.18033,0.35689,1
positive74,-0.16473,-0.21906,-0.24096,-0.19566,-0.1485,-0.15269,-0.15915,-0.14549,-0.28346,-0.20998,-0.3057,-0.21169,-0.32807,-0.28754,-0.44458,-0.51986,1.15516,2.43307,-0.68289,-1.31981,-0.29128,-0.2878,-0.41655,-0.17605,-0.36123,2.22143,-0.9666,-0.1838,-0.20761,-0.3487,-1.0808,-0.33699,0.49086,-0.19169,0.6475,-0.16094,0.34357,0.30817,-0.93084,-0.28071,-0.21525,-0.39119,-0.30461,-0.2404,2.12375,-0.84347,0.31245,-0.23907,-0.24428,-0.59064,-0.38222,0.70356,0.21543,-0.29127,-0.10657,-0.18655,-0.5489,3.85653,-0.54043,0.62764,-1.26261,0.09109,-0.23346,-0.37712,0.00952,-0.202,0.73019,-0.4411,-0.22006,1.15309,1
positive75,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,2.14473,-0.2313,0.35516,-0.51986,-1.20989,-0.92396,-0.91246,-1.00235,3.99123,-0.26029,0.8159,-0.1823,-0.14432,-0.22454,0.28771,-0.1838,-0.18672,-0.25291,0.00497,-0.27606,0.84196,-0.19169,-1.01935,-0.13034,0.37664,-0.96875,-0.52539,-0.28071,-0.21525,0.29662,-0.30461,-0.20662,-0.2232,0.33306,0.6697,-0.23907,-0.24428,0.85606,1.09079,-0.29537,0.81705,-0.27826,-0.10657,0.60095,-1.01047,0.3168,-0.0814,0.70546,-1.27712,-0.1713,-0.16345,-0.2974,-0.14452,-0.202,-1.36951,-0.32637,-0.17406,-0.78826,1
positive76,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.72418,-0.51986,-0.00342,0.66319,0.4092,1.62393,-0.22045,-0.24832,-1.61398,-0.60929,0.00584,-0.22454,0.21545,-0.1838,-0.17764,-0.21124,-0.15399,-0.24955,-0.70989,-0.19169,2.83292,-0.11703,-0.75649,0.69125,-0.77343,-0.28071,-0.21525,-1.04127,-0.30461,-0.19193,-0.2232,-0.11075,-0.78269,-0.23907,-0.24428,-0.59064,-1.11777,1.29865,0.16522,-0.2726,-0.10657,-0.66763,1.82412,0.3168,-0.93526,-1.07935,-0.78753,-1.12012,-0.30099,-0.26272,0.05573,5.03431,-1.36951,-0.27646,-0.15406,0.43528,1
positive77,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-0.68451,-0.51986,-0.35368,2.08402,-0.35822,-0.17695,3.74897,-0.26769,-1.23885,-0.45584,-0.21662,-0.22454,-0.08255,-0.1838,-0.19234,-0.27867,0.85227,-0.29244,0.93324,-0.19169,-0.29705,-0.13857,0.25831,-1.88767,-0.86644,-0.28071,-0.21525,-0.34652,-0.30461,-0.21571,-0.2232,0.11499,-0.00484,-0.23907,2.63255,1.91698,1.64476,0.34288,0.47837,-0.28176,-0.10657,0.58416,-0.98284,1.66527,-0.66023,0.5856,0.98748,-1.57791,0.22257,-0.31883,-0.84538,-0.202,0.73019,-0.35722,-0.18643,-0.97223,1
positive78,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,2.42466,-0.20684,-0.16467,-0.51986,0.93063,-0.92396,1.43242,-0.17695,-0.22045,-0.24832,-0.11735,-1.23594,-0.79504,4.6674,0.4254,-0.1838,-0.17764,4.31533,-0.69342,-0.24955,0.93324,-0.19169,-0.05628,-0.11703,0.3893,0.33553,0.34274,-0.28071,-0.21525,-0.77851,-0.30461,-0.19193,4.27512,-0.70884,0.01291,-0.23907,-0.24428,-0.59064,0.24557,1.28971,0.41916,-0.2726,-0.10657,0.20887,-0.81267,-0.06245,-0.93526,0.66837,-2.53873,-1.25392,-0.51477,-0.26272,-0.34476,-0.202,0.73019,3.33793,-0.15406,-0.18814,1
positive79,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.16467,-0.51986,1.39765,0.17657,-0.10241,-0.17695,-0.22045,-0.24832,0.21927,-1.10489,-0.79504,-0.22454,0.56162,-0.1838,-0.17764,-0.21124,-0.74082,-0.24955,0.93324,-0.19169,-1.01935,-0.11703,0.37584,-1.44303,-0.77343,-0.28071,-0.21525,1.11097,3.20408,-0.19193,-0.2232,-1.50822,0.27666,-0.23907,-0.24428,-0.59064,-2.05847,0.59373,-0.37159,-0.2726,-0.10657,-0.97437,0.09556,-0.39957,-0.93526,-1.01344,-0.82996,-1.45316,-0.98859,3.50456,3.25967,-0.202,0.73019,-0.27646,-0.15406,-0.92525,1
positive80,-0.12872,-0.19864,-0.21963,-0.16832,-0.09745,-0.11283,-0.1421,-0.12685,-0.2216,-0.19043,-0.24813,-0.14537,-0.22066,-0.21526,-0.29463,-0.51986,0.12793,-0.92396,0.07345,0.49838,-0.22784,-0.25244,0.10973,-0.2886,-0.05136,-0.22454,0.3271,-0.1838,-0.18076,4.1475,-0.81242,-0.25868,0.21437,-0.19169,-0.11648,-0.12161,-0.75649,-1.15401,-0.79668,-0.28071,-0.21525,-0.7043,-0.30461,-0.19699,-0.2232,-0.55306,0.331,-0.23907,-0.24428,1.1191,0.23116,0.32983,-0.89893,-0.27455,-0.10657,0.69543,-0.80522,-0.02031,-0.43205,0.21527,-1.0579,0.59631,-0.29715,-0.27466,-0.77029,-0.202,0.73019,3.19819,-0.16094,-0.33204,1
positive81,-0.14787,-0.2095,-0.23097,-0.18285,-0.12459,-0.13402,-0.15117,-0.13676,-0.25449,-0.20083,-0.27874,-0.18063,-0.27776,-0.25369,-1.13008,0.70467,-0.40372,0.44144,-0.39476,1.94551,-0.26157,-0.27124,-1.13309,0.00437,-0.24707,-0.22454,2.96153,-0.1838,-0.19503,-0.29104,0.1278,-0.30031,2.34164,-0.19169,0.35646,-0.14252,0.32587,1.91083,3.10658,-0.28071,-0.21525,-1.01776,-0.30461,-0.22007,-0.2232,-0.29218,-0.54946,2.22314,2.48114,0.58481,-1.99997,0.73272,-0.06184,-0.28344,-0.10657,1.54679,2.10167,2.92946,-1.51588,-0.0095,0.25027,-0.90204,0.3036,2.8228,-0.85968,-0.202,0.73019,-0.37204,-0.19237,-1.27123,1
positive82,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,3.50218,-0.27295,-0.17397,-0.26697,-0.24643,0.09525,0.74445,-1.40448,0.97528,-1.12564,1.17371,-0.25519,-0.26769,-1.66088,0.45139,-0.79504,-0.22454,0.55429,-0.1838,-0.19234,3.60692,-0.69454,-0.29244,-0.29911,-0.19169,-0.29705,-0.13857,2.53206,-0.82053,-0.86644,-0.28071,-0.21525,-1.14621,-0.30461,-0.21571,-0.2232,-0.62882,-1.33008,-0.23907,-0.24428,-0.59064,-1.67683,1.12134,1.05381,-0.28176,-0.10657,-1.83582,1.4937,1.58099,-0.2324,-0.6442,0.03511,0.1164,-0.57533,-0.31883,-0.54501,-0.202,-1.36951,2.74536,-0.18643,0.36123,1
positive83,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-2.24402,-0.51986,-1.40448,-0.92396,-1.12564,3.87502,-0.22045,-0.24832,-1.87087,-0.64141,-0.79504,-0.22454,0.24605,-0.1838,-0.17764,-0.21124,1.03316,-0.24955,-1.2576,-0.19169,2.83292,-0.11703,-0.75649,-0.02018,0.34274,-0.28071,-0.21525,-1.58581,3.20408,-0.19193,-0.2232,-0.2197,-1.58401,-0.23907,-0.24428,-0.59064,1.31599,1.11962,-0.49557,3.41445,-0.10657,1.23733,1.60359,-0.10459,2.54849,-3.26979,0.90701,0.52018,-0.20166,-0.26272,-0.34476,-0.202,0.73019,-0.27646,-0.15406,0.53797,1
positive84,-0.14425,-0.20744,-0.22883,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,1.26488,-0.51986,1.04738,2.78212,1.56032,-0.85228,-0.25519,-0.26769,0.82382,-1.69215,-0.21662,-0.22454,0.3131,-0.1838,-0.19234,-0.27867,-0.26326,-0.29244,0.52246,-0.19169,0.42525,-0.13857,-0.75649,-0.02018,-0.86644,-0.28071,-0.21525,1.02355,-0.30461,-0.21571,-0.2232,1.75583,0.00019,-0.23907,-0.24428,-0.59064,0.90295,1.87658,0.29138,-0.28176,-0.10657,-0.43075,-0.09472,0.40108,1.05109,-0.77204,-0.67009,1.26732,-0.46931,-0.31883,-0.54501,-0.202,0.73019,2.74536,-0.18643,-0.34333,1
positive85,-0.11095,-0.18856,-0.2091,-0.15482,-0.07225,-0.09315,-0.13369,-0.11764,-0.19106,-0.18079,-0.21972,-0.11264,-0.16763,4.31758,-0.29463,-0.51986,-1.11259,0.80486,-0.80588,-1.75271,-0.19653,-0.23498,0.95722,-1.10199,1.28725,6.50188,-0.9666,-0.1838,-0.16751,-0.16481,-0.9066,-0.22001,-0.29911,-0.19169,-1.01935,-0.1022,-0.75649,0.95803,1.17986,-0.28071,-0.21525,-0.58162,-0.30461,-0.17555,-0.2232,-0.45238,1.86343,-0.23907,-0.24428,-0.59064,-2.04341,-0.1262,-1.36355,-0.2663,-0.10657,-1.1325,-0.5023,-1.53734,-1.51588,0.76214,-0.17931,1.11349,-0.45783,-0.22407,0.85672,6.99793,-1.36951,-0.22085,-0.13176,-1.2097,1
positive86,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,-0.18169,-0.18904,1.95466,-0.51986,-0.59617,1.35102,-0.24015,-0.80033,-0.20483,-0.23961,0.94684,-0.80192,0.15146,-0.22454,-0.28924,-0.1838,-0.17102,-0.18092,0.77621,-0.23026,-0.4571,-0.19169,0.09188,-0.10735,-0.75649,-0.5127,-0.28689,-0.28071,-0.21525,-0.46781,-0.30461,-0.18124,-0.2232,-0.06975,0.19891,-0.23907,-0.24428,-0.59064,-0.33561,-1.03375,-0.66,3.71399,-0.10657,-0.25866,-0.02314,-1.7059,0.5163,-0.17253,1.66692,1.86643,0.036,-0.23748,-0.68364,-0.202,-1.36951,3.66385,-0.1395,1.12218,1
positive87,-0.14425,-0.20744,3.80987,-0.18011,-0.11946,-0.13001,-0.14945,-0.13489,-0.24827,-0.19886,-0.27295,-0.17397,-0.26697,-0.24643,-1.85414,0.67342,-0.87908,-0.92396,-0.55007,2.1867,-0.25519,-0.26769,-1.58743,0.66046,-0.79504,-0.22454,1.42614,-0.1838,-0.19234,-0.27867,0.69809,-0.29244,0.93324,-0.19169,-0.29705,-0.13857,1.40432,-0.55375,0.52877,-0.28071,-0.21525,-1.12466,2.22944,-0.21571,-0.2232,-0.35996,-0.50393,-0.23907,2.63255,-0.59064,-0.97473,0.30207,0.37823,-0.28176,-0.10657,-0.29712,0.8035,2.17095,-0.66023,1.10762,0.09934,-1.19909,0.47836,-0.31883,-0.54501,-0.202,-1.36951,-0.35722,-0.18643,0.06761,1
positive88,-0.11566,-0.19123,-0.21189,-0.1584,-0.07893,-0.09837,-0.13592,-0.12008,-0.19915,-0.18334,-0.22725,-0.12131,-0.18169,-0.18904,0.75504,-0.51986,2.09818,-0.92396,2.71145,0.75812,-0.20483,-0.23961,-0.3469,2.67459,-0.79504,-0.22454,0.3323,-0.1838,-0.17102,-0.18092,1.07324,-0.23026,-0.4571,-0.19169,1.20311,-0.10735,-0.75649,-0.5127,-0.28689,-0.28071,-0.21525,0.37645,-0.30461,-0.18124,-0.2232,2.55837,-0.27877,-0.23907,-0.24428,1.76026,1.93187,-0.45743,-0.44708,-0.26849,-0.10657,1.4187,1.70461,-1.2845,1.1937,-0.62808,0.20097,-0.22349,-1.93832,-0.23748,-0.22153,-0.202,0.73019,3.66385,-0.1395,1.77026,1
positive89,-0.13278,-0.20094,-0.22203,-0.1714,-0.1032,-0.11732,-0.14403,-0.12895,-0.22857,-0.19264,-0.25462,-0.15285,-0.23276,-0.22341,-0.4093,-0.51986,-1.40448,1.60356,-1.12564,0.29975,-0.23499,-0.25643,-0.57585,1.8203,0.59315,-0.22454,3.13453,-0.1838,-0.18379,-0.23946,-2.34403,-0.2675,1.0299,-0.19169,-0.16959,-0.12605,0.46506,-0.899,-0.8172,-0.28071,-0.21525,-0.49638,-0.30461,-0.20188,-0.2232,-0.34949,0.80661,-0.23907,-0.24428,-0.59064,-0.54278,0.72954,0.26548,-0.27644,-0.10657,0.69721,-0.64392,0.82248,-0.49979,-0.05106,-2.32093,0.18411,-1.76986,-0.2862,-0.79237,-0.202,0.73019,-0.31026,-0.16761,-0.69953,1
positive90,-0.13671,-0.20317,-0.22436,-0.17438,-0.10878,-0.12167,-0.14589,-0.13098,-0.23533,-0.19477,-0.26091,-0.16009,-0.24449,-0.2313,-0.51123,-0.51986,1.12522,1.00402,-0.69929,-0.62717,-0.24192,-0.26029,-1.55454,0.33012,-0.14432,-0.22454,-0.47168,-0.1838,-0.18672,-0.25291,0.75901,-0.27606,1.29838,-0.19169,0.58576,-0.13034,0.29768,-1.85803,-0.83544,-0.28071,-0.21525,-0.40284,-0.30461,-0.20662,-0.2232,0.21061,-0.25249,-0.23907,-0.24428,-0.59064,-0.75104,-1.32009,1.63272,-0.27826,-0.10657,-0.38194,0.91888,1.1596,-1.03772,0.72164,0.69817,-2.1443,0.18617,-0.2974,0.18923,-0.202,0.73019,-0.32637,-0.17406,1.13187,1
positive91,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,1.91467,-0.51986,-0.00342,-0.92396,0.4092,-1.07738,-0.22045,-0.24832,0.5028,0.6539,-0.79504,-0.22454,-0.9666,-0.1838,-0.17764,-0.21124,0.80885,-0.24955,-0.70989,-0.19169,-1.01935,-0.11703,0.34828,0.69125,-0.77343,1.96317,-0.21525,3.01113,-0.30461,-0.19193,-0.2232,1.59478,-0.95038,-0.23907,3.73903,-0.59064,-1.36406,0.00998,-0.85867,-0.2726,-0.10657,-1.50554,-0.29815,-1.57948,0.80661,-1.60426,-0.28219,0.59962,0.13048,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,-0.24059,1
positive92,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-1.20435,-0.51986,1.16414,-0.92396,1.68823,2.07414,-0.22045,-0.24832,-0.40993,-0.58069,-0.79504,-0.22454,-0.2894,-0.1838,-0.17764,-0.21124,0.62269,-0.24955,-0.70989,-0.19169,-0.05628,-0.11703,-0.75649,-0.02018,-0.40137,4.20706,-0.21525,-1.21452,3.20408,-0.19193,-0.2232,-0.50249,0.39323,-0.23907,-0.24428,-0.59064,0.04388,-0.06848,-1.01999,-0.2726,-0.10657,-1.51957,-0.8398,-0.69455,1.96786,-0.90306,-0.37775,0.14769,-0.97182,-0.26272,-0.74525,-0.202,-1.36951,-0.27646,-0.15406,0.65786,1
positive93,-0.12453,-0.19626,-0.21715,-0.16513,-0.0915,-0.10818,-0.14012,-0.12467,-0.21439,-0.18816,-0.24143,-0.13765,-0.20814,-0.20684,-0.68451,-0.51986,-0.47044,0.61596,-0.10241,0.72349,-0.22045,-0.24832,-0.81281,0.29858,-0.79504,-0.22454,0.82755,-0.1838,-0.17764,-0.21124,-0.16572,-0.24955,0.38553,-0.19169,0.90678,-0.11703,-0.75649,-0.37589,0.71479,-0.28071,-0.21525,-1.51984,-0.30461,-0.19193,-0.2232,0.59583,0.46142,-0.23907,-0.24428,-0.59064,1.17838,0.71171,-0.36916,3.41445,-0.10657,1.55458,4.10711,0.23252,-1.51588,-0.5273,1.47681,-1.65848,1.23783,-0.26272,0.05573,-0.202,0.73019,-0.27646,-0.15406,0.03999,1
